UTC_DATE;UTC_TIME;ECEF_X;ECEF_Y;ECEF_Z;LATITUDE;LONGITUDE;HEIGHT
2015.02.18;04:01:17;4081834;1403848;4680368;47,5077417;18,9794152;391,66
2015.02.18;14:01:23;4081883;1403792;4680340;47,5073851;18,9785007;390,01
2015.02.18;19:01:47;4081850;1403798;4680376;47,5077978;18,9787185;396,8
2015.02.18;22:00:52;4081827;1403844;4680350;47,5076849;18,9793952;373,04
2015.02.19;04:00:53;4081834;1403850;4680352;47,5076402;18,9794403;380,3
2015.02.19;14:01:46;4081831;1403859;4680358;47,5076761;18,9795662;384,79
2015.02.19;19:01:47;4081868;1403951;4680303;47,5069115;18,9805612;388,08
2015.02.19;22:02:23;4081826;1403847;4680346;47,5076604;18,9794372;370,11
2015.02.20;04:00:59;4081812;1403846;4680339;47,5077078;18,979485;355,79
2015.02.20;14:01:50;4081876;1403800;4680348;47,5074604;18,9786314;393,2
2015.02.20;19:02:41;4081736;1403728;4680490;47,5093563;18,978332;392,66
2015.02.20;22:00:59;4081768;1403813;4680413;47,5085045;18,9792608;375
2015.02.21;04:00:54;4081823;1403850;4680338;47,5076241;18,9794878;362,95
2015.02.21;14:01:01;4081875;1403800;4680339;47,507412;18,9786357;385,92
2015.02.21;19:01:39;4082098;1403979;4680149;47,5044731;18,9799198;427,6
2015.02.21;22:01:00;4081999;1404096;4680148;47,5048355;18,9818157;389,33
2015.02.22;04:00:54;4081931;1404010;4680240;47,5060064;18,9810298;394,83
2015.02.22;14:01:47;4081936;1404057;4680212;47,5057035;18,9815981;387,71
2015.02.22;19:01:53;4082106;1404224;4680062;47,5033659;18,9829602;422,4
2015.02.22;22:01:20;4082144;1404177;4680029;47,5030285;18,9822063;412,02
2015.02.23;04:00:49;4081922;1404039;4680224;47,5059031;18,9814327;383,66
2015.02.23;14:01:44;4081925;1404036;4680224;47,5058907;18,9813821;384,92
2015.02.23;19:02:34;4082082;1403991;4680109;47,5043046;18,9801395;390,53
2015.02.23;22:01:52;4081691;1403602;4680564;47,5103598;18,9769446;390,81
2015.02.24;04:00:53;4081947;1403568;4680386;47,5077463;18,9754128;415,61
2015.02.24;14:01:46;4081945;1403588;4680376;47,5076549;18,9756725;411,35
2015.02.24;19:01:53;4081943;1403483;4680407;47,5080822;18,9743631;409,87
2015.02.25;04:01:00;4082028;1403553;4680307;47,5067907;18,9748749;405,81
2015.02.25;14:03:04;4082036;1403554;4680302;47,506708;18,9748529;407,45
2015.02.25;19:01:19;4081705;1403737;4680477;47,5094523;18,9785788;365,25
2015.02.25;22:01:39;4081765;1403805;4680416;47,5085588;18,9791733;373,54
2015.02.26;04:00:59;4081835;1403847;4680341;47,5075736;18,9793983;372,17
2015.02.26;14:02:01;4081830;1403855;4680343;47,5075998;18,9795203;372,21
2015.02.26;19:01:26;4081773;1403810;4680421;47,5085282;18,9792015;383,43
2015.02.26;22:01:47;4081883;1403197;4680491;47,5095855;18,9710319;370,68
2015.02.27;04:00:49;4081485;1403337;4680757;47,5133957;18,9745071;343,35
2015.02.27;14:01:02;4081510;1403314;4680744;47,5132096;18,9741105;344,68
2015.02.27;19:01:17;4081152;1403721;4680905;47,5155551;18,9807655;324,15
2015.02.27;22:02:45;4081066;1403847;4680949;47,5160899;18,9827186;329,35
2015.02.28;04:01:05;4081220;1403417;4680910;47,5158147;18,9766554;304,49
2015.02.28;14:01:53;4081262;1403333;4680904;47,515696;18,9754195;308,45
2015.02.28;19:01:49;4081278;1403256;4680887;47,5156584;18,9743838;289,22
2015.02.28;22:00:56;4081478;1403410;4680758;47,5132883;18,9754538;355,65
